"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","attribute:pa_chain","attribute_data:pa_chain","attribute_default:pa_chain","attribute:pa_color","attribute_data:pa_color","attribute_default:pa_color","attribute:pa_diamonds","attribute_data:pa_diamonds","attribute_default:pa_diamonds","attribute:pa_lock","attribute_data:pa_lock","attribute_default:pa_lock","attribute:pa_material","attribute_data:pa_material","attribute_default:pa_material","attribute:pa_measure","attribute_data:pa_measure","attribute_default:pa_measure","attribute:pa_movement","attribute_data:pa_movement","attribute_default:pa_movement"
"FTD-EGG BOX2410-S DB","ftd-egg-box2410-s-db","1785","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:36","0","1","open","FTD-EGG BOX2410-S DB VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/ftd-egg-box2410-s-db/FTD-EGG-BOX2410-S.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg-box2410-s-db/FTD-EGG-BOX2410-S_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg-box2410-s-db/FTD-EGG-BOX2410-S-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg-box2410-s-db/FTD-EGG-BOX2410-S-2_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg-box2410-s-db/FTD-EGG-BOX2410-S-3.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg-box2410-s-db/FTD-EGG-BOX2410-S-3_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","db","","","","","","","Crystal","0|1|0","","11,5 x 27,5 cm|9,5 x 22 cm","0|1|1","95-x-22-cm","","",""
"HS-5","hs-5","1792","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:37","0","1","open","HS-5 VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/hs-5/HS-5.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/hs-5/HS-5_zoom.jpg","","variable","Treasure Mountain","","","0","","","","G|s","0|1|1","s","","","","","","","","","","","","","","",""
"AS-5","as-5","1793","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","AS-5 VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/as-5/AS-5.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/as-5/AS-5_zoom.jpg","","variable","Treasure Mountain","","","0","","","","G|s","0|1|1","","0|1","0|1|0","","S","0|1|0","","","","","","","","","",""
"HO-2","ho-2","1794","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","HO-2","no","no","visible","0","instock","no","no","149,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-2/HO-2.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/ho-2/HO-2_zoom.jpg","","simple","Treasure Mountain","","","0","","","","O","0|1|0","O","","","","","","","Onyx &amp; gold filled","0|1|0","","","","","","",""
"AO-2","ao-2","1795","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","AO-2","no","no","visible","0","instock","no","no","89.00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ao-2/AO-2.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/ao-2/AO-2_zoom.jpg","","simple","Treasure Mountain","","","0","","","","O","0|1|0","O","","","","","","","Onyx &amp; gold filled","0|1|0","","","","","","",""
"HO-4","ho-4","1796","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","HO-4","no","no","visible","0","instock","no","no","149,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-4/HO-4.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/ho-4/HO-4_zoom.jpg","","simple","Treasure Mountain","","","0","","","","O","0|1|0","O","","","","","","","Onyx &amp; gold filled","0|1|0","","","","","","",""
"AO-4","ao-4","1797","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","AO-4","no","no","visible","0","instock","no","no","89.00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ao-4/AO-4.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/ao-4/AO-4_zoom.jpg","","simple","Treasure Mountain","","","0","","","","O","0|1|0","O","","","","","","","Onyx &amp; gold filled","0|1|0","","","","","","",""
"HLP-1","hlp-1","1798","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","HLP-1 VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/hlp-1/HLP-1.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/hlp-1/HLP-1_zoom.jpg","","variable","Treasure Mountain","","","0","","","","LP|OP|TP","0|1|1","lp","","","","","","","Lapis, freshwater pearls &amp; gold filled|Onyx, freshwater pearls &amp; gold filled|Turquoise, freshwater pearls &amp; gold filled","1|1|1","lapis-freshwater-pearls-gold-filled","","","","","",""
"HA-2","ha-2","1801","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","HA-2","no","no","visible","0","instock","no","no","149,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ha-2/HA-2.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/ha-2/HA-2_zoom.jpg","","simple","Treasure Mountain","","","0","","","","A","0|1|0","A","","","","","","","Amethyst, freshwater pearls &amp; gold filled","0|1|0","","","","","","",""
"AA-2","aa-2","1802","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","AA-2","no","no","visible","0","instock","no","no","89,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/aa-2/AA-2.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/aa-2/AA-2_zoom.jpg","","simple","Treasure Mountain","","","0","","","","A","0|1|0","A","","","","","","","Amethyst, freshwater pearls &amp; gold filled","1|1|0","","","","","","",""
"HO-1","ho-1","1806","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","HO-1 VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-1/HO-1.jpg","","variable","Treasure Mountain","","","0","","","","K|L|M|O|t","0|1|1","o","","","","","","","","","","","","","","",""
"AT-1","at-1","1807","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:38","0","1","open","AT-1","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/at-1/AT-1.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/at-1/AT-1_zoom.jpg","","variable","Treasure Mountain","","","0","","","","K|L|M|O|t","0|1|1","","","","","","","","Turquoise &amp; gold filled","0|1|0","","","","","","",""
"HP-11","hp-11","1809","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:39","0","1","open","HP-11","no","no","visible","0","instock","no","no","249,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/hp-11/HP-11.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/hp-11/HP-11_zoom.jpg","","simple","Treasure Mountain","","","0","","","","P","0|1|0","P","","","","","","","Freshwater pearls &amp; gold filled","0|1|0","","","","","","",""
"HP-13","hp-13","1810","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:39","0","1","open","HP-13","no","no","visible","0","instock","no","no","249,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Treasure Mountain","","","0","","","","P","0|1|0","P","","","","","","","Freshwater pearls &amp; gold filled","0|1|0","","","","","","",""
"AG-3372","ag-3372","1811","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","Semi-precious stones are the distinctive feature of our Treasure Mountain collection; the cut and combination of precious elements give life to unique designs, elegant and perfect jewels that accompany the precious eggs","publish","0","2016-03-11 15:37:39","0","1","open","AG-3372 VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ag-3372/AG-3372.jpg | http://localhost/faberge/app/uploads/product/treasure-mountain/ag-3372/AG-3372_zoom.jpg","","variable","Treasure Mountain","","","0","","","","G|s","0|1|1","g","","","","","","","","","","","","","","",""
"804-M","804-m-2","2115","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","publish","0","2016-03-11 15:42:35","0","1","open","804-M VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/804-m/804-M.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/804-m/prodotto_zoom.jpg","","variable","Tabble Eggs","","","0","","","","A|B|M","0|1|1","m","","","","","","","Porcelain and metal","0|1|0","","20 cm","0|1|0","","","",""
"TFW-01 B","tfw-01-b","2736","","","publish","0","2016-04-07 14:59:22","0","1","open","TFW-01 B VARIABLE","no","no","visible","","instock","","","","","","","","","","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-01-b/TFW-01-B.jpg | http://localhost/faberge/app/uploads/product/tf-watches/tfw-01-b/TFW-01-B_zoom.jpg","","variable","TF Watches","","","0","","","","B|LB|w","0|1|1","b","","","","","","","Steel 916 L, Diamonds H color and Genuine alligator leather","2|1|0","","26 mm x 34 mm","1|1|0","","Swiss Quartz ETA","3|1|0",""
"TFW-02 B","tfw-02-b-2","2751","","","publish","0","2016-04-07 15:17:05","0","1","open","TFW-02 B VARIABLE","no","no","visible","","instock","","","","","","","","","","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-02-b/TFW-02-B.jpg | http://localhost/faberge/app/uploads/product/tf-watches/tfw-02-b/TFW-02-B_zoom.jpg","","variable","TF Watches","","","0","","","","B|w","0|1|1","b","","","","","","","Steel 916 L, Diamonds H color","3|1|0","","28 mm x 34 mm","1|1|0","","Swiss Quartz ETA","4|1|0",""
"TFW-03 B","tfw-03-b","2758","","","publish","0","2016-04-07 15:22:05","0","1","open","TFW-03 B VARIABLE","no","no","visible","","instock","","","","","","","","","","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-03-b/TFW-03-B.jpg | http://localhost/faberge/app/uploads/product/tf-watches/tfw-03-b/TFW-03-B_zoom.jpg","","variable","TF Watches","","","0","","","","B|w","0|1|1","b","","","","","","","Steel 916 L, Diamonds H color","2|1|0","","26 mm x 33 mm","1|1|0","","Swiss Quartz ETA","3|1|0",""
